STATEFP,COUNTYFP,TRACTCE,GEOID,NAME_x,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,NAME_y,GEO_ID,white_popu,non-hispan,black_popu,asian_popu,hispanic_p,total_popu,median_hou,per_capita,built_age,less_highs,bachelor,totaleduca,male_und18,female_und,male65_66,male67_69,male70_74,male75_79,male80_84,male85_,fema_65_66,fema_67_69,fema70_74,fema75_79,fema80_84,fema85_,state,county,tract
42,101,017000,42101017000,170,Census Tract 170,G5020,S,1571911,53598,+40.0078562,-075.1834444,"Census Tract 170, Philadelphia County, Pennsylvania",1400000US42101017000,632,590,2213,38,134,3030,42661,27737,1428,166,341,2298,228,354,0,5,37,7,9,0,51,34,32,27,29,33,42,101,017000
42,101,017100,42101017100,171,Census Tract 171,G5020,S,1140892,0,+40.0027449,-075.1763249,"Census Tract 171, Philadelphia County, Pennsylvania",1400000US42101017100,52,52,3761,0,125,4008,32027,18792,1902,474,155,2739,481,473,75,7,96,36,38,28,34,47,107,64,63,64,42,101,017100
42,101,017202,42101017202,172.02,Census Tract 172.02,G5020,S,290610,0,+39.9986670,-075.1742061,"Census Tract 172.02, Philadelphia County, Pennsylvania",1400000US42101017202,12,12,3399,144,0,3596,21371,13634,2102,663,144,2607,390,300,54,15,87,21,35,40,47,76,92,40,126,38,42,101,017202
42,101,027401,42101027401,274.01,Census Tract 274.01,G5020,S,326659,0,+40.0386049,-075.1286496,"Census Tract 274.01, Philadelphia County, Pennsylvania",1400000US42101027401,444,226,1821,786,434,3294,37611,18725,1205,734,500,2418,176,165,52,12,99,45,27,0,34,20,91,46,26,14,42,101,027401
42,101,020101,42101020101,201.01,Census Tract 201.01,G5020,S,483578,0,+40.0036824,-075.1553072,"Census Tract 201.01, Philadelphia County, Pennsylvania",1400000US42101020101,171,128,3476,103,284,3829,15891,11881,2046,580,295,2366,671,501,24,0,69,38,10,0,43,93,49,131,51,45,42,101,020101
42,101,028901,42101028901,289.01,Census Tract 289.01,G5020,S,593357,0,+40.0170746,-075.1151312,"Census Tract 289.01, Philadelphia County, Pennsylvania",1400000US42101028901,1138,151,1025,339,3347,4574,38920,16471,1365,796,126,2564,741,616,0,0,65,15,0,23,19,49,7,21,0,17,42,101,028901
42,101,030501,42101030501,305.01,Census Tract 305.01,G5020,S,377375,0,+40.0428163,-075.0994351,"Census Tract 305.01, Philadelphia County, Pennsylvania",1400000US42101030501,945,764,3479,329,1237,5774,35047,15229,2019,714,247,3180,965,928,43,39,51,17,1,0,8,65,48,44,0,50,42,101,030501
42,101,016702,42101016702,167.02,Census Tract 167.02,G5020,S,355103,0,+39.9904175,-075.1578177,"Census Tract 167.02, Philadelphia County, Pennsylvania",1400000US42101016702,200,186,2251,9,66,2460,16474,11952,1582,383,71,1765,169,275,13,43,63,33,0,4,43,3,21,60,30,78,42,101,016702
42,101,008802,42101008802,88.02,Census Tract 88.02,G5020,S,394307,0,+39.9529537,-075.2027666,"Census Tract 88.02, Philadelphia County, Pennsylvania",1400000US42101008802,3242,2918,1141,1392,524,6068,18667,10427,1576,66,362,1337,39,173,10,0,0,33,0,9,0,10,0,0,0,19,42,101,008802
42,101,021600,42101021600,216,Census Tract 216,G5020,S,1991445,129204,+40.0441528,-075.2416354,"Census Tract 216, Philadelphia County, Pennsylvania",1400000US42101021600,1611,1568,393,87,89,2264,80688,48527,1103,79,553,1860,118,122,23,35,27,50,13,7,24,35,11,20,28,11,42,101,021600
42,101,021700,42101021700,217,Census Tract 217,G5020,S,1559580,0,+40.0450277,-075.2239451,"Census Tract 217, Philadelphia County, Pennsylvania",1400000US42101021700,4915,4749,702,216,214,6084,82841,41372,2590,231,1205,4925,361,624,34,155,109,53,106,18,76,134,133,160,156,129,42,101,021700
42,101,021900,42101021900,219,Census Tract 219,G5020,S,1410069,51091,+40.0505488,-075.2468962,"Census Tract 219, Philadelphia County, Pennsylvania",1400000US42101021900,1369,1333,40,28,47,1455,71705,42636,743,57,280,1207,92,102,9,18,49,4,19,6,13,28,40,23,33,19,42,101,021900
42,101,022000,42101022000,220,Census Tract 220,G5020,S,2913179,99558,+40.0563444,-075.2524010,"Census Tract 220, Philadelphia County, Pennsylvania",1400000US42101022000,1266,1205,286,54,61,1606,107396,54602,770,52,370,1258,149,133,22,29,39,58,40,45,41,21,54,60,72,169,42,101,022000
42,101,023100,42101023100,231,Census Tract 231,G5020,S,732749,1270,+40.0666637,-075.2038514,"Census Tract 231, Philadelphia County, Pennsylvania",1400000US42101023100,1276,1256,6,9,32,1343,136058,75535,572,16,321,953,141,207,11,0,49,16,23,5,17,43,31,35,10,6,42,101,023100
42,101,023500,42101023500,235,Census Tract 235,G5020,S,799347,0,+40.0394155,-075.2007897,"Census Tract 235, Philadelphia County, Pennsylvania",1400000US42101023500,833,832,382,50,1,1339,93646,60494,586,30,321,1029,155,96,5,13,30,15,0,38,11,54,13,17,40,18,42,101,023500
42,101,023600,42101023600,236,Census Tract 236,G5020,S,978079,0,+40.0427146,-075.1946939,"Census Tract 236, Philadelphia County, Pennsylvania",1400000US42101023600,1422,1396,797,37,45,2395,88807,56549,1232,74,443,1891,171,204,0,43,75,42,38,48,60,87,122,25,24,107,42,101,023600
42,101,023700,42101023700,237,Census Tract 237,G5020,S,1072973,0,+40.0487394,-075.1886069,"Census Tract 237, Philadelphia County, Pennsylvania",1400000US42101023700,1736,1585,2771,64,273,5199,62117,43133,2411,283,1097,3991,673,332,91,51,146,24,22,31,39,11,297,151,45,129,42,101,023700
42,101,023900,42101023900,239,Census Tract 239,G5020,S,486021,2705,+40.0339713,-075.1875115,"Census Tract 239, Philadelphia County, Pennsylvania",1400000US42101023900,460,409,791,119,82,1444,25598,33540,1324,117,420,1254,47,27,8,16,19,52,51,0,26,58,80,20,0,0,42,101,023900
42,101,024000,42101024000,240,Census Tract 240,G5020,S,617080,0,+40.0280807,-075.1794623,"Census Tract 240, Philadelphia County, Pennsylvania",1400000US42101024000,1205,1162,1964,122,153,3531,43146,30206,1884,168,561,2727,221,376,67,0,68,57,12,8,18,62,81,36,28,36,42,101,024000
42,101,024100,42101024100,241,Census Tract 241,G5020,S,407855,0,+40.0332734,-075.1759175,"Census Tract 241, Philadelphia County, Pennsylvania",1400000US42101024100,309,297,984,11,65,1434,14620,17301,787,247,131,1216,84,91,20,11,27,59,20,5,38,61,57,54,58,78,42,101,024100
42,101,014900,42101014900,149,Census Tract 149,G5020,S,453220,0,+39.9816503,-075.1804029,"Census Tract 149, Philadelphia County, Pennsylvania",1400000US42101014900,235,194,3098,28,462,3588,16695,14987,2095,683,99,2357,353,394,46,43,38,56,22,36,21,78,7,92,92,93,42,101,014900
42,101,014700,42101014700,147,Census Tract 147,G5020,S,337677,0,+39.9785489,-075.1620244,"Census Tract 147, Philadelphia County, Pennsylvania",1400000US42101014700,805,716,1187,343,170,2439,11497,12070,1377,100,85,674,79,427,0,4,0,0,0,0,46,10,0,0,5,0,42,101,014700
42,101,014800,42101014800,148,Census Tract 148,G5020,S,191125,0,+39.9802047,-075.1691610,"Census Tract 148, Philadelphia County, Pennsylvania",1400000US42101014800,16,14,715,81,7,824,16250,15874,559,189,12,583,116,79,17,17,6,26,13,0,11,0,7,0,23,5,42,101,014800
42,101,024200,42101024200,242,Census Tract 242,G5020,S,532060,0,+40.0285110,-075.1697086,"Census Tract 242, Philadelphia County, Pennsylvania",1400000US42101024200,369,340,2914,13,162,3429,28961,23951,2059,481,353,2440,342,402,3,85,48,12,29,63,4,35,109,31,38,26,42,101,024200
42,101,024300,42101024300,243,Census Tract 243,G5020,S,679034,0,+40.0215855,-075.1710376,"Census Tract 243, Philadelphia County, Pennsylvania",1400000US42101024300,512,485,3100,25,54,3752,36118,24474,1900,367,462,2317,614,474,64,47,9,56,7,0,54,72,51,20,55,16,42,101,024300
42,101,024500,42101024500,245,Census Tract 245,G5020,S,800999,0,+40.0333286,-075.1620463,"Census Tract 245, Philadelphia County, Pennsylvania",1400000US42101024500,307,299,3246,25,79,3684,17252,15824,1899,484,273,2136,601,385,51,0,69,52,71,0,37,70,84,76,10,7,42,101,024500
42,101,024600,42101024600,246,Census Tract 246,G5020,S,621261,0,+40.0409623,-075.1729016,"Census Tract 246, Philadelphia County, Pennsylvania",1400000US42101024600,305,301,2431,71,32,2938,17267,10051,1348,328,161,1741,442,520,0,8,25,11,0,19,66,8,43,42,37,0,42,101,024600
42,101,017300,42101017300,173,Census Tract 173,G5020,S,874586,0,+39.9985707,-075.1609337,"Census Tract 173, Philadelphia County, Pennsylvania",1400000US42101017300,127,104,2467,6,76,2645,18125,13972,1394,318,181,1726,248,322,26,34,101,45,31,8,0,0,53,54,14,49,42,101,017300
42,101,017400,42101017400,174,Census Tract 174,G5020,S,353985,0,+39.9962138,-075.1503586,"Census Tract 174, Philadelphia County, Pennsylvania",1400000US42101017400,366,54,2087,7,388,2520,25052,13320,1138,341,50,1612,266,241,19,17,16,4,19,14,31,39,57,35,67,7,42,101,017400
42,101,017500,42101017500,175,Census Tract 175,G5020,S,719915,6252,+39.9979150,-075.1429842,"Census Tract 175, Philadelphia County, Pennsylvania",1400000US42101017500,2836,115,1645,55,5196,7084,18356,12718,2767,2049,61,4380,886,879,22,37,102,76,45,31,31,145,91,82,0,64,42,101,017500
42,101,017601,42101017601,176.01,Census Tract 176.01,G5020,S,579128,0,+39.9939260,-075.1343448,"Census Tract 176.01, Philadelphia County, Pennsylvania",1400000US42101017601,2078,198,705,3,4382,4971,17392,12335,2132,1512,71,3138,791,521,92,8,60,49,47,0,58,25,91,65,31,29,42,101,017601
42,101,024700,42101024700,247,Census Tract 247,G5020,S,941265,0,+40.0417034,-075.1645311,"Census Tract 247, Philadelphia County, Pennsylvania",1400000US42101024700,235,214,3670,14,56,4273,25721,14959,1988,438,342,2774,620,482,36,71,52,20,12,23,75,81,81,63,15,16,42,101,024700
42,101,024900,42101024900,249,Census Tract 249,G5020,S,325196,0,+40.0511009,-075.1601167,"Census Tract 249, Philadelphia County, Pennsylvania",1400000US42101024900,30,25,2620,0,5,2674,24741,16691,1415,320,187,1806,157,426,0,41,46,48,7,8,26,44,61,68,7,81,42,101,024900
42,101,025200,42101025200,252,Census Tract 252,G5020,S,952425,0,+40.0468352,-075.1771588,"Census Tract 252, Philadelphia County, Pennsylvania",1400000US42101025200,553,553,6347,60,185,7137,37753,17692,3141,931,507,4667,843,924,102,121,73,43,150,60,60,101,68,35,147,149,42,101,025200
42,101,025400,42101025400,254,Census Tract 254,G5020,S,769759,0,+40.0604202,-075.1760718,"Census Tract 254, Philadelphia County, Pennsylvania",1400000US42101025400,556,489,3765,34,87,4803,56289,32476,2117,291,739,3535,422,552,20,32,97,84,60,128,88,98,49,66,132,63,42,101,025400
42,101,035200,42101035200,352,Census Tract 352,G5020,S,1850925,14613,+40.0553000,-074.9901521,"Census Tract 352, Philadelphia County, Pennsylvania",1400000US42101035200,4003,3896,131,290,205,4497,70472,35429,1807,329,610,3293,491,389,94,90,118,34,37,16,79,79,117,50,87,74,42,101,035200
42,101,980300,42101980300,9803,Census Tract 9803,G5020,S,7596033,22736,+40.0811422,-075.0113551,"Census Tract 9803, Philadelphia County, Pennsylvania",1400000US42101980300,0,0,0,0,0,0,-666666666,-666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,101,980300
42,101,035500,42101035500,355,Census Tract 355,G5020,S,2290052,1067,+40.0911285,-075.0293244,"Census Tract 355, Philadelphia County, Pennsylvania",1400000US42101035500,5728,5599,694,956,368,7876,49057,32297,3052,933,1000,5847,872,812,36,115,177,147,81,117,73,123,229,230,146,107,42,101,035500
42,101,035800,42101035800,358,Census Tract 358,G5020,S,1757642,2013,+40.1213169,-075.0257898,"Census Tract 358, Philadelphia County, Pennsylvania",1400000US42101035800,4558,4354,492,1374,262,7056,62165,27669,2326,633,837,5193,695,818,74,154,137,77,42,76,144,185,121,94,170,151,42,101,035800
42,101,035900,42101035900,359,Census Tract 359,G5020,S,2244712,2511,+40.1091461,-075.0163486,"Census Tract 359, Philadelphia County, Pennsylvania",1400000US42101035900,4160,3822,144,863,641,5745,61520,31642,2276,453,939,4513,309,664,91,0,167,75,134,16,98,168,168,178,135,163,42,101,035900
42,101,036000,42101036000,360,Census Tract 360,G5020,S,2043083,638,+40.1059420,-075.0081512,"Census Tract 360, Philadelphia County, Pennsylvania",1400000US42101036000,1936,1843,391,813,144,3304,63125,32557,1180,437,544,2744,288,196,15,49,129,65,62,50,73,160,97,85,90,261,42,101,036000
42,101,036100,42101036100,361,Census Tract 361,G5020,S,1205996,7044,+40.0993951,-074.9909265,"Census Tract 361, Philadelphia County, Pennsylvania",1400000US42101036100,2845,2709,653,72,621,4076,58006,26417,1618,340,382,2695,478,563,40,21,77,7,38,13,36,38,22,30,43,24,42,101,036100
42,101,026000,42101026000,260,Census Tract 260,G5020,S,543433,0,+40.0761235,-075.1694560,"Census Tract 260, Philadelphia County, Pennsylvania",1400000US42101026000,92,40,2844,10,123,3083,48347,25412,1286,97,518,2382,147,322,68,67,26,39,14,0,74,230,41,54,37,9,42,101,026000
42,101,027500,42101027500,275,Census Tract 275,G5020,S,606825,0,+40.0400497,-075.1322707,"Census Tract 275, Philadelphia County, Pennsylvania",1400000US42101027500,465,224,3968,359,703,5135,47964,19039,1756,519,414,2892,843,773,28,29,93,18,11,0,55,47,43,49,13,9,42,101,027500
42,101,006500,42101006500,65,Census Tract 65,G5020,S,1111270,29445,+39.9330955,-075.2318406,"Census Tract 65, Philadelphia County, Pennsylvania",1400000US42101006500,74,74,4495,26,17,4635,26981,17477,2255,417,184,3078,701,475,35,51,76,28,12,28,27,57,98,118,17,72,42,101,006500
42,101,006600,42101006600,66,Census Tract 66,G5020,S,651243,0,+39.9293155,-075.2298425,"Census Tract 66, Philadelphia County, Pennsylvania",1400000US42101006600,192,85,2602,309,123,3133,20278,13937,1636,553,92,2117,384,366,71,69,72,36,18,15,0,66,43,51,47,55,42,101,006600
42,101,006700,42101006700,67,Census Tract 67,G5020,S,1001468,0,+39.9242475,-075.2242816,"Census Tract 67, Philadelphia County, Pennsylvania",1400000US42101006700,503,502,6028,309,10,7001,33760,15087,3032,909,174,4134,711,1306,85,87,72,43,0,0,9,99,4,11,64,19,42,101,006700
42,101,007200,42101007200,72,Census Tract 72,G5020,S,502118,0,+39.9446338,-075.2332187,"Census Tract 72, Philadelphia County, Pennsylvania",1400000US42101007200,118,108,3836,179,45,4313,29615,17025,2045,559,279,2765,677,451,32,33,144,20,28,72,74,58,147,31,116,67,42,101,007200
42,101,001300,42101001300,13,Census Tract 13,G5020,S,727890,60713,+39.9436029,-075.1858337,"Census Tract 13, Philadelphia County, Pennsylvania",1400000US42101001300,4276,4095,1620,360,288,6690,111467,61879,3124,216,1894,5284,398,550,107,85,73,51,0,19,20,194,94,47,116,91,42,101,001300
42,101,001600,42101001600,16,Census Tract 16,G5020,S,196389,0,+39.9402546,-075.1483127,"Census Tract 16, Philadelphia County, Pennsylvania",1400000US42101001600,2123,2045,61,118,93,2410,96417,70233,1313,0,794,1901,217,119,19,20,20,0,0,0,21,18,34,14,0,35,42,101,001600
42,101,001700,42101001700,17,Census Tract 17,G5020,S,221571,0,+39.9377594,-075.1483123,"Census Tract 17, Philadelphia County, Pennsylvania",1400000US42101001700,2561,2436,227,20,156,3011,108125,72605,1499,69,887,2312,356,269,48,8,31,30,9,8,60,26,38,13,30,18,42,101,001700
42,101,007300,42101007300,73,Census Tract 73,G5020,S,387096,0,+39.9448178,-075.2232898,"Census Tract 73, Philadelphia County, Pennsylvania",1400000US42101007300,247,247,2357,0,24,2651,25227,17676,1376,234,196,1720,104,348,12,21,20,13,0,19,29,11,21,0,50,42,42,101,007300
42,101,007400,42101007400,74,Census Tract 74,G5020,S,675931,0,+39.9408575,-075.2143067,"Census Tract 74, Philadelphia County, Pennsylvania",1400000US42101007400,531,472,3932,85,94,4914,29840,19084,2139,455,197,3045,852,482,33,75,62,0,44,26,7,55,119,66,17,45,42,101,007400
42,101,001800,42101001800,18,Census Tract 18,G5020,S,242440,0,+39.9400001,-075.1593102,"Census Tract 18, Philadelphia County, Pennsylvania",1400000US42101001800,2393,2343,633,235,66,3328,86042,58369,1648,205,795,2559,288,316,17,35,36,16,17,9,17,24,47,0,50,15,42,101,001800
42,101,001900,42101001900,19,Census Tract 19,G5020,S,328328,0,+39.9400454,-075.1722270,"Census Tract 19, Philadelphia County, Pennsylvania",1400000US42101001900,2273,2044,963,120,298,3458,91188,60506,1628,31,1054,2864,180,222,17,44,19,0,0,0,24,16,36,0,22,0,42,101,001900
42,101,002100,42101002100,21,Census Tract 21,G5020,S,237519,0,+39.9372214,-075.1768955,"Census Tract 21, Philadelphia County, Pennsylvania",1400000US42101002100,798,727,1373,60,79,2288,53429,32829,1122,201,333,1829,154,71,21,18,5,61,38,15,35,22,31,17,11,50,42,101,002100
42,101,002200,42101002200,22,Census Tract 22,G5020,S,228697,0,+39.9364111,-075.1703923,"Census Tract 22, Philadelphia County, Pennsylvania",1400000US42101002200,1131,1052,922,149,129,2258,63628,40262,1350,203,455,1791,195,176,9,11,19,9,17,0,25,34,25,4,13,0,42,101,002200
42,101,002400,42101002400,24,Census Tract 24,G5020,S,535423,0,+39.9367634,-075.1595100,"Census Tract 24, Philadelphia County, Pennsylvania",1400000US42101002400,3517,3193,511,738,388,4928,74395,48188,2580,790,1411,3922,462,315,17,56,18,62,41,26,31,41,73,72,54,56,42,101,002400
42,101,002500,42101002500,25,Census Tract 25,G5020,S,398698,0,+39.9342960,-075.1498023,"Census Tract 25, Philadelphia County, Pennsylvania",1400000US42101002500,2430,2225,746,725,355,4140,60179,39784,1972,305,886,3073,332,606,7,39,72,27,18,2,75,119,95,75,33,15,42,101,002500
42,101,002900,42101002900,29,Census Tract 29,G5020,S,370258,0,+39.9306978,-075.1655733,"Census Tract 29, Philadelphia County, Pennsylvania",1400000US42101002900,3243,2770,78,350,788,4059,52452,41714,2165,418,736,3390,313,232,13,37,120,106,96,0,53,70,101,50,15,0,42,101,002900
42,101,003100,42101003100,31,Census Tract 31,G5020,S,395908,0,+39.9323428,-075.1779572,"Census Tract 31, Philadelphia County, Pennsylvania",1400000US42101003100,1089,842,2780,225,443,4429,37121,28745,2367,422,581,3548,367,248,133,104,19,12,0,81,53,10,47,137,63,49,42,101,003100
42,101,003200,42101003200,32,Census Tract 32,G5020,S,491790,0,+39.9333011,-075.1854187,"Census Tract 32, Philadelphia County, Pennsylvania",1400000US42101003200,411,395,3458,77,414,4239,25000,16797,2233,499,278,2538,572,684,9,8,21,13,0,10,87,80,109,106,28,36,42,101,003200
42,101,003300,42101003300,33,Census Tract 33,G5020,S,1062472,72863,+39.9384405,-075.1958253,"Census Tract 33, Philadelphia County, Pennsylvania",1400000US42101003300,1936,1604,4025,249,526,6480,32438,18065,2794,1092,201,4147,850,685,26,33,85,27,0,62,37,111,74,56,40,64,42,101,003300
42,101,007800,42101007800,78,Census Tract 78,G5020,S,427404,0,+39.9464580,-075.2162637,"Census Tract 78, Philadelphia County, Pennsylvania",1400000US42101007800,2306,2203,1255,298,180,4156,37474,32571,2333,426,1054,3407,283,228,81,42,38,86,5,9,27,66,80,19,5,60,42,101,007800
42,101,007900,42101007900,79,Census Tract 79,G5020,S,377950,0,+39.9504630,-075.2182570,"Census Tract 79, Philadelphia County, Pennsylvania",1400000US42101007900,2396,2228,1335,484,386,4891,59050,42999,2299,202,1010,3782,403,405,0,25,64,55,48,0,0,35,75,24,42,32,42,101,007900
42,101,008000,42101008000,80,Census Tract 80,G5020,S,430891,0,+39.9506586,-075.2268464,"Census Tract 80, Philadelphia County, Pennsylvania",1400000US42101008000,983,897,2609,125,280,4159,41637,26481,1922,313,726,2878,454,371,26,15,76,83,18,39,34,53,81,38,14,90,42,101,008000
42,101,008200,42101008200,82,Census Tract 82,G5020,S,832282,11202,+39.9491574,-075.2444494,"Census Tract 82, Philadelphia County, Pennsylvania",1400000US42101008200,224,32,5656,85,273,6033,38034,22944,3127,342,373,4293,437,742,47,25,71,50,27,6,102,255,328,51,33,244,42,101,008200
42,101,008301,42101008301,83.01,Census Tract 83.01,G5020,S,510557,6714,+39.9577810,-075.2467384,"Census Tract 83.01, Philadelphia County, Pennsylvania",1400000US42101008301,86,86,4704,37,36,4912,34121,17572,2022,651,404,3475,649,463,61,91,74,99,69,98,16,200,78,78,123,173,42,101,008301
42,101,003600,42101003600,36,Census Tract 36,G5020,S,964586,0,+39.9279253,-075.1920207,"Census Tract 36, Philadelphia County, Pennsylvania",1400000US42101003600,1205,1159,4148,1320,185,6924,18920,14588,2813,1197,352,4624,843,924,21,127,89,182,11,15,82,154,113,123,70,103,42,101,003600
42,101,003701,42101003701,37.01,Census Tract 37.01,G5020,S,355619,0,+39.9276728,-075.1806654,"Census Tract 37.01, Philadelphia County, Pennsylvania",1400000US42101003701,949,912,4112,449,381,5896,30237,18484,2716,706,323,4263,899,485,0,33,67,34,0,0,66,143,102,124,14,0,42,101,003701
42,101,003702,42101003702,37.02,Census Tract 37.02,G5020,S,247351,0,+39.9245287,-075.1824353,"Census Tract 37.02, Philadelphia County, Pennsylvania",1400000US42101003702,1019,840,1648,1177,305,4102,35267,17517,1552,554,349,2561,686,457,18,78,31,24,20,21,71,37,49,0,10,48,42,101,003702
42,101,003800,42101003800,38,Census Tract 38,G5020,S,1089240,0,+39.9184660,-075.1831321,"Census Tract 38, Philadelphia County, Pennsylvania",1400000US42101003800,3525,3391,72,267,204,3943,59395,30889,1738,263,395,2952,349,483,38,111,72,53,22,16,72,103,85,55,76,125,42,101,003800
42,101,003901,42101003901,39.01,Census Tract 39.01,G5020,S,420397,0,+39.9238262,-075.1732854,"Census Tract 39.01, Philadelphia County, Pennsylvania",1400000US42101003901,4443,4243,675,1327,255,6639,44643,28508,2900,950,1148,5299,542,415,50,19,23,124,60,52,93,11,286,115,76,41,42,101,003901
42,101,003902,42101003902,39.02,Census Tract 39.02,G5020,S,452952,0,+39.9167148,-075.1744099,"Census Tract 39.02, Philadelphia County, Pennsylvania",1400000US42101003902,5652,5576,37,30,76,5822,62466,35528,2545,461,861,4497,475,555,56,108,105,87,118,58,45,88,202,104,70,145,42,101,003902
42,101,004001,42101004001,40.01,Census Tract 40.01,G5020,S,314911,0,+39.9238033,-075.1662098,"Census Tract 40.01, Philadelphia County, Pennsylvania",1400000US42101004001,3193,2970,110,406,694,4189,52250,33928,2105,789,611,3484,236,284,0,22,0,65,14,111,40,34,121,177,61,96,42,101,004001
42,101,015300,42101015300,153,Census Tract 153,G5020,S,469148,0,+39.9837644,-075.1608848,"Census Tract 153, Philadelphia County, Pennsylvania",1400000US42101015300,1897,1792,1230,298,205,3642,16909,14983,1741,98,59,994,60,112,35,0,3,0,0,0,29,29,38,4,39,48,42,101,015300
42,101,025300,42101025300,253,Census Tract 253,G5020,S,581298,0,+40.0542198,-075.1822200,"Census Tract 253, Philadelphia County, Pennsylvania",1400000US42101025300,380,369,3584,171,61,4277,40719,21050,2004,290,233,2829,531,530,0,37,69,9,13,13,86,32,40,44,42,36,42,101,025300
42,101,006900,42101006900,69,Census Tract 69,G5020,S,704352,102802,+39.9321566,-075.2137508,"Census Tract 69, Philadelphia County, Pennsylvania",1400000US42101006900,88,88,2940,29,148,3205,19896,10172,1141,495,50,1848,614,558,21,0,0,80,32,0,8,51,0,16,9,14,42,101,006900
42,101,035301,42101035301,353.01,Census Tract 353.01,G5020,S,1398730,13466,+40.0659313,-074.9934646,"Census Tract 353.01, Philadelphia County, Pennsylvania",1400000US42101035301,5001,4615,89,264,715,5724,76365,31470,2052,395,578,3965,676,629,30,78,64,47,112,15,46,104,69,59,76,24,42,101,035301
42,101,031900,42101031900,319,Census Tract 319,G5020,S,773212,0,+40.0230596,-075.0648989,"Census Tract 319, Philadelphia County, Pennsylvania",1400000US42101031900,2335,1923,1787,299,1368,5376,44500,20964,1908,786,402,3590,576,641,20,47,20,11,27,28,47,53,86,80,0,52,42,101,031900
42,101,028300,42101028300,283,Census Tract 283,G5020,S,673069,0,+40.0260505,-075.1438525,"Census Tract 283, Philadelphia County, Pennsylvania",1400000US42101028300,206,5,4962,809,286,6535,30328,18095,2772,763,380,3958,1049,782,0,73,32,62,40,0,38,122,82,111,69,0,42,101,028300
42,101,008302,42101008302,83.02,Census Tract 83.02,G5020,S,425234,0,+39.9566981,-075.2414378,"Census Tract 83.02, Philadelphia County, Pennsylvania",1400000US42101008302,84,9,4517,104,98,4895,31015,17038,2294,468,181,3152,770,413,17,31,10,61,22,11,114,44,77,58,74,116,42,101,008302
42,101,008400,42101008400,84,Census Tract 84,G5020,S,501765,0,+39.9579899,-075.2354681,"Census Tract 84, Philadelphia County, Pennsylvania",1400000US42101008400,71,70,4808,63,147,5088,35757,15558,2077,334,277,2839,954,877,54,20,28,8,7,48,44,64,62,80,15,58,42,101,008400
42,101,008500,42101008500,85,Census Tract 85,G5020,S,621445,0,+39.9568821,-075.2265389,"Census Tract 85, Philadelphia County, Pennsylvania",1400000US42101008500,655,629,5952,313,236,6994,31842,15213,3173,870,519,4681,724,906,29,118,106,19,31,31,102,62,130,33,57,73,42,101,008500
42,101,009000,42101009000,90,Census Tract 90,G5020,S,434900,0,+39.9595247,-075.1906334,"Census Tract 90, Philadelphia County, Pennsylvania",1400000US42101009000,4205,3894,439,1188,414,6212,23333,10002,1202,66,369,908,158,83,7,8,6,0,0,0,0,17,0,9,0,0,42,101,009000
42,101,004002,42101004002,40.02,Census Tract 40.02,G5020,S,344839,0,+39.9188943,-075.1674160,"Census Tract 40.02, Philadelphia County, Pennsylvania",1400000US42101004002,4386,4189,84,350,197,5016,58516,32082,2388,767,687,4131,302,419,16,79,73,18,42,79,63,33,66,235,32,116,42,101,004002
42,101,004101,42101004101,41.01,Census Tract 41.01,G5020,S,374000,0,+39.9229611,-075.1589741,"Census Tract 41.01, Philadelphia County, Pennsylvania",1400000US42101004101,1926,1518,770,2690,868,5886,33149,21203,2422,1603,450,4099,736,696,17,48,71,105,19,73,30,46,110,49,15,76,42,101,004101
42,101,004102,42101004102,41.02,Census Tract 41.02,G5020,S,391854,0,+39.9179425,-075.1600628,"Census Tract 41.02, Philadelphia County, Pennsylvania",1400000US42101004102,4075,2332,390,3875,2101,8971,39110,15124,2983,2115,602,5664,1326,1143,89,112,182,49,29,40,219,47,131,58,55,35,42,101,004102
42,101,011200,42101011200,112,Census Tract 112,G5020,S,503162,0,+39.9736041,-075.2336533,"Census Tract 112, Philadelphia County, Pennsylvania",1400000US42101011200,156,14,5724,0,356,6106,26453,13576,2582,341,382,3336,1278,1010,0,20,49,22,12,36,39,109,81,59,28,26,42,101,011200
42,101,002300,42101002300,23,Census Tract 23,G5020,S,212379,0,+39.9348217,-075.1629799,"Census Tract 23, Philadelphia County, Pennsylvania",1400000US42101002300,2036,1887,96,493,159,2703,64107,40332,1398,309,655,2335,177,82,41,9,58,21,12,9,11,10,36,107,25,11,42,101,002300
42,101,006200,42101006200,62,Census Tract 62,G5020,S,509635,0,+39.9194134,-075.2335257,"Census Tract 62, Philadelphia County, Pennsylvania",1400000US42101006200,203,203,4042,244,168,4530,26047,15202,1630,438,267,2450,659,915,38,42,57,0,0,0,20,24,30,38,0,36,42,101,006200
42,101,032300,42101032300,323,Census Tract 323,G5020,S,600044,0,+40.0210898,-075.0515270,"Census Tract 323, Philadelphia County, Pennsylvania",1400000US42101032300,2032,1528,1078,0,904,3505,42000,19415,1594,425,238,2317,404,407,11,15,69,25,30,0,38,0,29,75,56,29,42,101,032300
